e-Published Date,Closing Date,Opening Date,Title and Ref.No./Tender ID,Organisation Chain
25-Aug-2023 06:55 PM,12-Oct-2023 11:00 AM,13-Oct-2023 03:30 PM,"[Construction of balance works of two number of interchanges at Jaipur Ring Road (NH 148C) from Tonk road (NH 52) to Ajmer road section (NH 48) in the state of Rajasthan on Engineering Procurement and Construction (EPC) Mode]
																				[NHAI/Tec/Raj/Retender/Cl][2023_NHAI_165778_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
25-Aug-2023 06:55 PM,09-Oct-2023 11:00 AM,10-Oct-2023 11:30 AM,"[SC of 4 laning of Bar Bilara Jodhpur section on NH 112 from Km 0.000 to Km 111.000 Existing chainage in the state of Rajasthan under EPC mode]
																				[NHAI/11011/Tenders-ROJ/SC-BBJ/][2023_NHAI_165782_1]",National Highways Authority of India||RO-Jaipur - NHAI
25-Aug-2023 06:55 PM,25-Sep-2023 12:00 PM,26-Sep-2023 12:00 PM,"[RFP for Emergent works Major Maintenance with overlay and Electrical works in Gwalior Shivpuri section of NH46]
																				[NHAI/PIU-Gwl/GS/Estimates/2023][2023_NHAI_165777_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
25-Aug-2023 06:00 PM,25-Sep-2023 11:00 AM,26-Sep-2023 11:30 AM,"[Independent Engineer Services for Supervision of Four/Six lanning of Bhaniyawala Jollygrant Rishikesh spur section of NH 07 from Km. 0.000 to Km 19.780 in the state of Uttarakhand under NH (O) on Hybrid Annuity Mode]
																				[NHAI/TECH/ UKD/BJR/IE/2022][2023_NHAI_165749_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
25-Aug-2023 09:00 AM,22-Sep-2023 11:00 AM,25-Sep-2023 11:00 AM,"[Construction of 4 lane Access Controlled New Greenfield Highway Section of Khammam to Vijayawada section of NH163G from V.Venkatayapalem at Ch.220.480 to Jakkampudi at Ch.309.909 Km (Package I, II, III) (Total Length 89.429 Km) under Other Economic C]
																				[NHAI/RO-HYD/Safety Consultant /K-V/ RFP/2023][2023_NHAI_165627_1]",National Highways Authority of India||RO-Hyderabad - NHAI
24-Aug-2023 06:15 PM,11-Oct-2023 03:00 PM,12-Oct-2023 03:00 PM,"[IE Services during O and M stage for 4 laning of Suryapet (Design Ch.0.420 Existing Km.128.500 of NH65) to Khammam (Design Ch.59.046 Existing Km.50.750 of old SH42) of NH365BB (Old SH42) (Design Length 58.626) in the State of TS under BMP on HAM]
																				[NHAI/RO-HYD/NH-365BB/S-K /IE/OnM/2023/][2023_NHAI_165609_1]",National Highways Authority of India||RO-Hyderabad - NHAI
24-Aug-2023 05:30 PM,23-Sep-2023 04:00 PM,25-Sep-2023 04:00 PM,"[Operation and maintenance of NH-27 and 56A/B under jurisdiction of PIU Lucknow]
																				[PIU-LKO/NH-27-56A-B/OM/2023/05][2023_NHAI_165608_1]",National Highways Authority of India||RO-Guwahati - NHAI
24-Aug-2023 11:30 AM,09-Oct-2023 11:00 AM,10-Oct-2023 11:30 AM,"[Supervision Consultancy Services for Operation and Maintenance of the stretch from Km 113.730 Km 217.300 of Ranchi to Chauka Section of NH 33 in the State of Jharkhand]
																				[NHAI/RO/RNC/JH/2023-24/05][2023_NHAI_165513_1]",National Highways Authority of India||RO-Ranchi - NHAI||Ranchi - NHAI
24-Aug-2023 09:00 AM,25-Sep-2023 04:00 PM,26-Sep-2023 04:00 PM,"[EMPANELMENT OF PLANTATION AGENCIES TO PARTICIPATE IN TENDER PROCESS OF AVENUE PLANTATION/MEDIAN PLANTATION WORKS ALONG NATIONAL HIGHWAYS FOR REGIONAL OFFICE, NHAI, RAIPUR]
																				[11052/RO-Raipur/Tender /Plantation Agency][2023_NHAI_165463_1]",National Highways Authority of India||RO-Raipur - NHAI
23-Aug-2023 06:00 PM,22-Sep-2023 06:00 PM,25-Sep-2023 12:00 PM,"[Routine Maintenance works of Rewa-KAtni-Jabalpur P-2 of NH-30]
																				[NHAI/RO-JBP/OnM/RKJL/P-2][2023_NHAI_165403_1]",National Highways Authority of India||RO-Bhopal - NHAI||Jabalpur - NHAI
23-Aug-2023 09:00 AM,21-Sep-2023 11:00 AM,22-Sep-2023 12:00 PM,"[Design and Construction of 6 lane Standalone single span Grade Separated structure at Km 532 552 on Gonde Vadape section of NH 3 New NH 848 in the state of Maharashtra balance work on EPC Mode]
																				[NHAI/RO/MUM/NSK/DP/Bapgaon][2023_NHAI_165326_1]",National Highways Authority of India||RO-Mumbai - NHAI
22-Aug-2023 11:00 AM,06-Oct-2023 11:00 AM,07-Oct-2023 11:00 AM,"[Construction of 2 Nos of VUP in Trichy Karur section of NH 67 in the State of Tamil Nadu]
																				[NHAI/17011/01/76/2023/RO Madurai][2023_NHAI_165217_1]",National Highways Authority of India||RO-Chennai - NHAI||Madurai - NHAI
22-Aug-2023 09:00 AM,21-Sep-2023 11:00 AM,22-Sep-2023 12:00 PM,"[One time maintenance for left out portion of Motihari Bypass (Km 16.200 to Km 20.400) and Chhapwa Re-alignment   (Km 33.700 to Km 34.900).]
																				[NIT No- 206/RO-PATNA/NHAI/2023-24][2023_NHAI_165215_1]",National Highways Authority of India||RO-Patna - NHAI
21-Aug-2023 05:30 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,"[Routine/Rectification of defects and deficiency  Six laning Varanasi - Aurangabad Section of NH -2 from Km. 786.000 to Km. 978.400 in the State of Bihar (3rd Call).]
																				[NIT No- 205/RO-PATNA/NHAI/2023-24][2023_NHAI_165188_1]",National Highways Authority of India||RO-Patna - NHAI
21-Aug-2023 05:00 PM,18-Sep-2023 05:00 PM,19-Sep-2023 05:00 PM,"[Hiring of Vehicles on monthly basis for Project Implementation Unit Srinagar]
																				[ PD/SGR/14001/2014/Gen/Call-1][2023_NHAI_165141_1]",National Highways Authority of India||RO-Jammu - NHAI||Srinagar - NHAI
21-Aug-2023 04:00 PM,18-Sep-2023 05:00 PM,19-Sep-2023 05:00 PM,"[Balance works in Koyambedu Maduravoyal Section of NH-4 from Km.9/410 to Km.13/535 ]
																				[NHAI/PIU CHN/NH-4/OM WORK /2023-24/03 ][2023_NHAI_165158_1]",National Highways Authority of India||RO-Chennai - NHAI||Chennai - NHAI
21-Aug-2023 09:00 AM,21-Sep-2023 05:00 PM,22-Sep-2023 05:00 PM,"[Providing Incident Management Services for the stretch from Km 0.000 to Km 31.800 Avinashi  Tiruppur  Avinashipalayam Section of NH 381 in the State of Tamil Nadu]
																				[NHAI/ROC/PIU-CBE/IMS/23-24/01][2023_NHAI_165075_1]",National Highways Authority of India||RO-Chennai - NHAI||Coimbatore - NHAI
21-Aug-2023 09:00 AM,20-Sep-2023 03:00 PM,21-Sep-2023 04:00 PM,"[2nd Call for Construction of service road - from Parrikala junction to Ram Darbar Temple including minor bridge and Construction of Rotary Junction at Ch 337.885 on End of Durg bypass to MH border of NH53]
																				[11052/RO-Raipur/Tender/EDB][2023_NHAI_165101_1]",National Highways Authority of India||RO-Raipur - NHAI
19-Aug-2023 01:30 PM,03-Oct-2023 11:00 AM,04-Oct-2023 11:30 AM,"[Construction of flyover at Identified Black spot junction at Ch 264 650 at Bhojlawa Junction, Ch 270 300 at Hadota Junction and Ch 272 300 at Udaipuria Mod Junction of Jaipur Reengus Section NH 52 in the state of Rajasthan on EPC Mode]
																				[NHAI/JPR/NH52/BS-BID/2023/01][2023_NHAI_165038_1]",National Highways Authority of India||RO-Jaipur - NHAI
19-Aug-2023 09:00 AM,05-Oct-2023 11:00 AM,06-Oct-2023 11:30 AM,"[Balance Work of Rehabilitation and upgradation to 4laning of NH31D from Km 113.200 to Km 154.854 (Pkg IIA) Falakata Salsalabari Section in the State of West Bengal on EPC Basis]
																				[NHAI/NH31D/Pkg2A/ PATSC/2023/E-209750][2023_NHAI_165000_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
18-Aug-2023 06:55 PM,05-Oct-2023 11:00 AM,06-Oct-2023 11:30 AM,"[CONSTRUCTION OF BALANCE 03 NOs OF MAJOR/MINOR BRIDGES AT KM.327.545 KM.411.105 and KM. 415.865 and 01 VUP AT 416.685 AND 2LANE CROSS FLYOVER AT KM. 413.830 ON EXISTING 4LANING OF BAREILLY SITAPUR OF NH24 ON EPC BASIS IN UTTAR PRADESH.]
																				[Brly/NH24/2022-23/ 129/Structures/E-151380][2023_NHAI_164986_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
18-Aug-2023 01:00 PM,26-Sep-2023 12:00 PM,27-Sep-2023 12:00 PM,"[Independent Engineer services during Operation an Maintenance Period for Construction of New Bridges_ Structures, Repair of existing Four Lane Highways from Balasore to Kharagpur of NH-60 Km. 0.00 to Km. 119.300 in the State of Orissa and West Bengal]
																				[10/OandM/IE/2023-24][2023_NHAI_164874_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
17-Aug-2023 06:00 PM,22-Sep-2023 05:30 PM,23-Sep-2023 05:30 PM,"[Replacement of existing RCC Hand Railings with RCC Crash Barriers on Nagpur to Hyderabad section of National Highway No.44 and Kalyan to Nirmal section of National Highway No.61 in the state of Telangana (3rd Call).]
																				[NHAI/PIU-KMR/RCC Crash Barrier/2023][2023_NHAI_164824_1]",National Highways Authority of India||RO-Hyderabad - NHAI||Nirmal - NHAI
17-Aug-2023 02:00 PM,04-Oct-2023 11:00 AM,05-Oct-2023 11:30 AM,"[IE Services for Construction of 4 laning Greenfield corridor from Suara (sasaram) at Ch. 0.000 to Garhani (at SH-12) at Ch 74.432  package-1 of Patna-Arrah-sasaram corridor of NH-119A   in Bihar on HAM Mode.]
																				[NHAI/HQ/BH/  Saura-Pattar/IE/Proc/2023][2023_NHAI_164729_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
16-Aug-2023 05:30 PM,05-Oct-2023 02:30 PM,06-Oct-2023 03:00 PM,"[Request for Proposal (RFP) For Empanelment of agencies to Carry-out Drone Analytics Monitoring System for NHAI projects]
																				[NHAI/Drone Analytics/001/2023][2023_NHAI_164654_1]",National Highways Authority of India
16-Aug-2023 12:30 PM,30-Sep-2023 11:00 AM,02-Oct-2023 11:30 AM,"[Overlay or strengthening proposal for Pindwara Sawroopganj section, Pindwara Udaipur section, Pratapnagar Debari  section, Balicha Kaya section of Existing Udaipur Bypass]
																				[NHAI/11011/1/ Tenders-ROJ/O-S-SPDU/][2023_NHAI_164387_1]",National Highways Authority of India||RO-Jaipur - NHAI||PIUKota - NHAI
14-Aug-2023 05:45 PM,27-Sep-2023 11:00 AM,28-Sep-2023 11:30 AM,"[Consultancy Services for Supervision Consultant SC  during Operation and Maintenance Period of Govindpur Chas section of NH 32 from km 0.000 to km 56.889 in the State of Jharkhand 2nd Call]
																				[NHAI/RO/RNC/JH/2022-23/25][2023_NHAI_164518_1]",National Highways Authority of India||RO-Ranchi - NHAI||Ranchi - NHAI
12-Aug-2023 09:00 AM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,"[CS for AE for Rehabilitation and Upgradation to Four Laning of NH31D from Ch. 83.340 to Ch.113.200 (Package II B) of Dhupguri to Falakata Section in the State of West Bengal on EPC Mode.]
																				[NHAI/AE/Pkg2B/NH31D/2023/ E-217351][2023_NHAI_164355_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
11-Aug-2023 06:55 PM,28-Sep-2023 11:00 AM,29-Sep-2023 11:00 AM,"[Implementation of Road Safety Measures on Nagpur to Hyderabad section of National Highway No.44 from km.325.000 to km.450.000 (Length 125.000 km) in the State of Telangana.]
																				[NHAI/RO-HYD/13017/Road Safety/ZFC/2023][2023_NHAI_154027_1]",National Highways Authority of India||RO-Hyderabad - NHAI
09-Aug-2023 04:00 PM,27-Sep-2023 11:00 AM,29-Sep-2023 11:30 AM,"[Six laning of existing 4lane section from Gonde (km. 439.038) to Pimpri Sado (km. 459.905) section of NH-848 (Old NH-3) (Design length 19.712 km.) on EPC Mode under NH(O) in the state of Maharashtra.]
																				[NHAI/MH/Tech/Pimpri sado to Gonde/NH-848/2023][2023_NHAI_163935_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
08-Aug-2023 03:00 PM,19-Sep-2023 03:00 PM,20-Sep-2023 03:30 PM,"[Supervision Consultancy]
																				[NHAI/RO-DDN/PIU-NBD/OM/NGN-KSP][2023_NHAI_163743_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
07-Aug-2023 04:05 PM,03-Oct-2023 03:00 PM,05-Oct-2023 04:00 PM,"[For Empanelment of Financial Consultant for BOT (Toll) BOT (Annuity) Hybrid Annuity EPC and other Projects being undertaken by NHAI]
																				[NHAI/BOT/CGM(FA)/11019/2020 /E-file no18492][2023_NHAI_163618_1]",National Highways Authority of India||Head Office - NHAI||Administration - NHAI
04-Aug-2023 09:00 AM,20-Sep-2023 11:00 AM,21-Sep-2023 11:30 AM,"[Major Maintenance for the balance portion of works in the stretch of Chinna Avutupalli (Km 1076.480) to Kanaka Durgamma Varadhi (Km 1100.254) on Vijayawada - Gundugolanu Section of NH-16]
																				[NHAI/RO-VJA/PIU-VJA/V-G/2023][2023_NHAI_163343_1]",National Highways Authority of India||RO-Bhubaneswar - NHAI
03-Aug-2023 05:20 PM,17-Oct-2023 11:00 AM,18-Oct-2023 11:30 AM,"[Construction of 4 laning Greenfield corridor from Suara (Sasaram) at Ch. 0.000 to Garhani (at SH-12) at Ch 74.432 Package-1 of Patna-Arrah-Sasaram corridor of NH-119A in the State of Bihar on HAM Mode]
																				[NHAI/Tech/BH/Patna-arrha Sasaram/Pkg1/Proc/2023][2023_NHAI_163301_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
02-Aug-2023 02:50 PM,20-Sep-2023 12:00 PM,21-Sep-2023 12:30 PM,"[Routine Maintenance including Incident Management for Operation and Maintenance of Kathipudi to Start of Kakinada Bypass Section of NH216 from Km.0.000 to Km.27.500 in the state of Andhra Pradesh.]
																				[NHAI/ROVJA/OM/KTI-KKD/2023][2023_NHAI_163096_1]",National Highways Authority of India||RO-Bhubaneswar - NHAI
01-Aug-2023 06:55 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,"[Rehabilitation and Up-gradation to Four Laning of NH-31D from Km.Ch. 83.340 to Km.Ch.113.200 (Package-II B) of Dhupguri to Falakata Section in the State of West Bengal on EPC Mode]
																				[NHAI/WB/Dhup-Fala(Pkg-2b)/ NH31D/2022/Bid/E-183676][2023_NHAI_163021_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
01-Aug-2023 06:55 PM,03-Oct-2023 11:00 AM,04-Oct-2023 11:00 AM,"[6laning of Aurangabad to Bihar Jharkhand Border (Chordaha)Section of NH2 from km. 180.000 to km. 209.827 (PKGI) in the State of Bihar under Bharatmala on EPC Mode.]
																				[NHAI/BH/ NH-02/ PKG-I/2021/ Proc][2023_NHAI_163016_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
01-Aug-2023 09:00 AM,04-Oct-2023 11:00 AM,05-Oct-2023 11:30 AM,"[Development Operation and Maintenance of Ropeway between Shankar Viman Mandapam and Triveni Pushp at Prayagraj in the State of Uttar Pradesh on HAM]
																				[NHLML/Ropeways/UP/ Prayagraj/2023][2023_NHAI_162865_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
31-Jul-2023 06:00 PM,29-Sep-2023 01:00 PM,30-Sep-2023 01:00 PM,"[CS for IE services for Supervision of Const of Left Out work of 4L of Talaja-Kagvadar sect of NH-8E from km53.585 to km139.915 (Design ch km 54.990 to Km.140.470) in the State of Guj on single percentage item rate contract (Package-II and III)]
																				[NHAI/RO-GNR/NH-8E/Tal-Mah-Kag /IE/2023/July][2023_NHAI_162842_1]",National Highways Authority of India||RO-Gandhinagar - NHAI
28-Jul-2023 06:55 PM,04-Oct-2023 11:00 AM,05-Oct-2023 11:30 AM,"[AE for Four Laning of existing road section of NH-30 from km 82.650-km 83.880 km 84.635-km 98.750 km 103.660-107.260 km 111.390-km 115.425 km 124.345-km 130.445 km 133.155 to km 161.450 and Link road km 161.450-km 641.350 of Raebareli-Prayagraj]
																				[NHAI/PIU-Raebareli/Raebareli Prayagraj 63Km/AE/E-t][2023_NHAI_162735_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
27-Jul-2023 06:00 PM,26-Sep-2023 11:00 AM,27-Sep-2023 11:00 AM,"[Construction of Canal Bridge RCC Twin Box 2x 4.25m x 4.15m as a Deposit work at Canal Chainage Km 51.400 Main Canal of Pkg No 16 in Kaleshwaram Project by Box Pushing Method at NH Km 51.520 on Hyderabad Yadgiri Section of NH163 ]
																				[NHAI/PIU-WGL/Hyd-Yad/Box Push/2023/667][2023_NHAI_162561_1]",National Highways Authority of India||RO-Hyderabad - NHAI||Hyderabad - NHAI
27-Jul-2023 03:00 PM,25-Sep-2023 11:30 AM,26-Sep-2023 12:30 PM,"[Construction of S VUP at Gandarpur at km. 23.500 on Chandikhole Jagatpur Bhubaneswar section of NH 16 in the state of Odisha on EPC Mode ]
																				[NHAI/13012/115/RO/OD/2023][2023_NHAI_162524_1]",National Highways Authority of India||RO-Bhubaneswar - NHAI
25-Jul-2023 06:00 PM,25-Sep-2023 11:00 AM,26-Sep-2023 11:30 AM,"[FacilityServices in NHAIs RegionalOffice Chandigarh and its ProjectImplementation Units. Providing manpower viz. Stenographers, Accountants, ComputerOperators, OfficeAssistants, SiteEngineers, Peon, Chowkidar, SecurityGuards, Sweepers for 2Yrs(2ndCal]
																				[NHAI/RO/CHD/11035/Manpower/RFP][2023_NHAI_162330_1]",National Highways Authority of India||RO-Chandigarh - NHAI||Jalandhar - NHAI
22-Jul-2023 09:00 AM,29-Sep-2023 11:00 AM,03-Oct-2023 11:30 AM,"[4Laning of near Satai ghat to Chowka sec NH34 from D.Ch. 89.875 to DCh. 145.000 (Total Length 55.125 kms) in the State of Madhya Pradesh (PKG3) on HAM.]
																				[NHAI/HQ/MP/ Satai Ghat Chowka/ PKG3/2023][2023_NHAI_161997_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
22-Jul-2023 09:00 AM,29-Sep-2023 11:00 AM,03-Oct-2023 11:30 AM,"[4Laning of Chowka to Kaimaha near MP/UP Border sec NH34 form Design Ch145.000 to Design Ch197.266 excluding existing Chhatarpur bypass from Design Ch.160.307 to Design Ch.168.630 (PkgIV)]
																				[NHAI/HQ/MP/CHOWKA KAIMAHA/ PKG-4/2023][2023_NHAI_161998_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
21-Jul-2023 06:05 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,"[Appointment of Safety Consultant during construction period of 4 Lane Greenfield Expressway spur from Delhi Vadodara Greenfield expressway near Bandikui to Jaipur in Bharatmala Pariyojana Phase I in the state of Rajasthan on Hybrid Annuity Mode]
																				[.NHAI/RO-JPR/ TENDER_RSA /2023-24/][2023_NHAI_161974_1]",National Highways Authority of India||RO-Jaipur - NHAI||PIUKota - NHAI
21-Jul-2023 01:20 PM,04-Oct-2023 11:00 AM,05-Oct-2023 11:30 AM,"[PAVEMENT RECTIFICATION WORK AT THE RISK and COST OF THE CONCESSIONAIRE 6 laning of Chittorgarh udaipur Section of NH 76 from Design Chainage Km 214.870 to Km 308.370 in the State of Rajasthan (Length 93.500 Km) on DBFOT (Toll) Mode under NHDP Phase V]
																				[NHAI/12012/1 /2023-ROJ/Tenders-CU/][2023_NHAI_161868_1]",National Highways Authority of India||RO-Jaipur - NHAI||PIUKota - NHAI
20-Jul-2023 06:55 PM,03-Oct-2023 11:00 AM,04-Oct-2023 11:30 AM,"[Development Operation and Maintenance of Ropeway to Dhosi Hill in District Mahendragarh in the State of Haryana on Hybrid Annuity Mode]
																				[NHAI/Ropeways/ Dhosi Hill/ 2023][2023_NHAI_161819_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
